First Name,Last Name,Action,Flight ID,Origin Airport,Destination Airport,Ticket Type,Ticket Quantity
Francisco,Vazquez,Buy,16635,CJS,MEX,First Class,3
Shannon,Avery,Buy,24838,ORL,LAX,First Class,7
Felicia,Carlson,Buy,5136,DFW,ELP,Main Cabin,4
Shannon,Avery,Buy,16440,ELP,ORD,First Class,5
Jessica,Barragan,Buy,17283,ELP,HND,First Class,2
Dean,Smith,Buy,24281,YYZ,ELP,First Class,6
Holly,Davidson,Buy,15164,LAX,BOS,First Class,7
Brandon,Dillon,Buy,26117,ELP,ATL,Main Cabin,3
Ryan,Bowman,Buy,20248,YYZ,ELP,Main Cabin,7
Julian,Gutierrez,Buy,6488,DFW,ELP,Business Class,4
Darlene,Russell,Buy,3516,ELP,LAS,Business Class,3
Debra,Raymond,Buy,10096,CDG,ELP,First Class,7
Jacob,Contreras,Buy,2389,HND,ELP,First Class,7
Jade,Crawford,Buy,21006,ELP,CDG,First Class,6
Melissa,Evans,Buy,15027,ELP,YYZ,First Class,5
Michael,Johnson,Buy,4269,ELP,BOS,First Class,8
Anthony,Hunter,Buy,11991,ELP,CUN,Main Cabin,3
Amy,Morse,Buy,21545,ELP,LHR,Business Class,7
Nicole,Johnson,Buy,7188,MEX,CJS,First Class,1
Theresa,Hardy,Buy,15125,ELP,LHR,Main Cabin,6
Kathy,Smith,Buy,1800,ELP,LAX,Main Cabin,5
Chris,King,Buy,22070,ELP,CDG,Main Cabin,3
Anita,Fletcher,Buy,26502,ELP,CUN,Main Cabin,5
Janet,Hughes,Buy,21552,LHR,ELP,Business Class,8
Jordan,Wilson,Buy,1216,ELP,ORD,Main Cabin,2
Gregory,Carr,Buy,1659,ELP,ORD,Business Class,8
Martin,Edwards,Buy,2043,LAX,ORL,First Class,4
Samantha,May,Buy,2042,LAX,ORL,First Class,4
Linda,Rodriguez,Buy,20394,YYZ,ELP,First Class,6
Andrew,Marshall,Buy,3453,DFW,ELP,Main Cabin,1
Jeremy,Rocha,Buy,6368,ELP,JFK,Main Cabin,6
Crystal,Young,Buy,804,LAS,ELP,First Class,6
Philip,Holt,Buy,23601,ELP,ATL,First Class,8
Angela,Carney,Buy,9367,DFW,ELP,Main Cabin,6
David,Mills,Buy,25664,ELP,ATL,First Class,2
Mark,Lozano,Buy,3364,ELP,LAS,Business Class,1
Rodney,Moss,Buy,12328,DFW,ELP,Main Cabin,8
Michelle,Rivera,Buy,8885,ELP,CDG,Main Cabin,6
Natalie,Richardson,Buy,8336,ATL,ELP,Main Cabin,5
Douglas,Hernandez,Buy,13011,CJS,MEX,First Class,7
Robert,Wang,Buy,15728,LAS,ELP,Business Class,2
Teresa,Gardner,Buy,5553,ELP,YYZ,Main Cabin,4
Rachel,Phillips,Buy,16590,ELP,ATL,First Class,6
Timothy,Wagner,Buy,17696,ELP,CUN,First Class,3
Jose,Espinoza Gonzalez,Buy,1881,ORL,LAX,First Class,4
Kimberly,Garcia,Buy,1646,ELP,LAX,Main Cabin,2
Angela,Walker,Buy,8705,LAX,BOS,Business Class,4
Courtney,Tran,Buy,22832,ELP,DFW,Business Class,3
Emily,Cole,Buy,20260,CDG,ELP,First Class,6
Kevin,Gould,Buy,1498,DFW,ELP,First Class,2
Dana,Park,Buy,21195,ELP,ORD,Business Class,1
Misty,Horton,Buy,1536,JFK,ELP,Business Class,4
Andrew,Norris,Buy,22119,ATL,ELP,First Class,2
Rachel,Vasquez,Buy,19993,ELP,LAX,Business Class,7
Travis,Burton,Buy,8645,ELP,JFK,Business Class,6
Nicholas,Jackson,Buy,18724,MEX,CJS,Main Cabin,7
Brian,Andrews,Buy,20035,BOS,ELP,Main Cabin,2
Donna,Allen,Buy,1766,YYZ,ELP,First Class,8
Shannon,White,Buy,2466,ELP,LHR,First Class,1
Daniel,Mejia,Buy,2768,LAS,ELP,First Class,1
Casey,Navarro,Buy,6340,LAX,ELP,Main Cabin,1
Monica,Craig,Buy,15458,LAX,ORL,Main Cabin,1
Tyrone,Alvarado,Buy,8293,ELP,HND,Business Class,4
Gregory,Maxwell,Buy,14864,ELP,CUN,Business Class,3
Brittney,Daniel,Buy,21792,LAX,ELP,First Class,2
Ruben,CarmonaMedrano,Buy,7815,CUN,ELP,First Class,6
Laura,Williams,Buy,6392,LAS,ELP,First Class,7
Deanna,Cummings,Buy,4030,ELP,CUN,First Class,2
Brittany,Ray,Buy,10118,DFW,ELP,Business Class,8
Alexandra,Cook,Buy,21770,HND,ELP,Business Class,4
John,Jones,Buy,14578,YYZ,ELP,Business Class,2
Richard,Paul,Buy,5844,ELP,CUN,Business Class,1
Jermaine,Dean,Buy,11716,YYZ,ELP,Main Cabin,2
Karen,Thomas,Buy,1362,ELP,ORD,First Class,6
Felicia,Carlson,Buy,11234,CJS,MEX,Business Class,7
Jeremy,Alvarez,Buy,15723,ELP,LAS,Business Class,4
Emily,Brady,Buy,8289,CDG,ELP,Business Class,8
Tyler,Evans,Buy,6652,LAX,ELP,Main Cabin,1
Donald,Villanueva,Buy,1820,ELP,ATL,Main Cabin,2
Hayden,Mcdaniel,Buy,9075,ELP,ORD,Business Class,5
Tyrone,Alvarado,Buy,25671,ELP,JFK,First Class,1
Victoria,Martin,Buy,15475,CUN,ELP,Business Class,5
Anna,Gutierrez,Buy,26440,JFK,ELP,Main Cabin,8
Jason,Wolfe,Buy,13834,CDG,ELP,Business Class,8
Brian,Rojas,Buy,22533,ELP,HND,Main Cabin,5
Anna,Gutierrez,Buy,254,LAX,BOS,Main Cabin,4
Richard,Edwards,Buy,14021,ELP,ORD,First Class,4
Karen,Zhang,Buy,5992,LAX,BOS,Business Class,8
Kenneth,Boyd,Buy,10281,LAX,ELP,First Class,5
Kevin,Larson,Buy,23470,ELP,BOS,Business Class,1
Courtney,Tran,Buy,9383,ELP,ORD,Main Cabin,8
Rick,Parrish,Buy,19459,ELP,LHR,First Class,6
Alyssa,Poole,Buy,12821,ELP,JFK,First Class,5
Allison,Cross,Buy,14428,CDG,ELP,First Class,1
Ashley,Frye,Buy,4008,ORL,LAX,Business Class,6
Jerry,Hampton,Buy,24938,ELP,JFK,First Class,8
Zachary,Tran,Buy,14616,ELP,LAX,First Class,1
Casey,Navarro,Buy,23499,LHR,ELP,Main Cabin,1
Maria,Young,Buy,4762,CJS,MEX,Business Class,6
Valerie,Moore,Buy,23128,DFW,ELP,Main Cabin,4
Jessica,Martin,Buy,18493,DFW,ELP,First Class,3
Scott,Rose,Buy,22717,ATL,ELP,First Class,7
Steven,Hernandez,Buy,3196,ELP,JFK,Main Cabin,1
Dennis,Cooper,Buy,14895,ELP,HND,Main Cabin,3
George,Gilbert,Buy,10784,ELP,LHR,Main Cabin,7
Lisa,Robinson,Buy,21910,YYZ,ELP,Main Cabin,1
Michael,Santoyo,Buy,20858,CDG,ELP,First Class,2
Brian,Jacobson,Buy,23843,CDG,ELP,Business Class,1
Melissa,Johnson,Buy,9218,DFW,ELP,First Class,8
Daniel,Smith,Buy,1080,ELP,JFK,Business Class,4
Hercules,Disney,Buy,1218,ORD,ELP,Business Class,3
Jeremy,Alvarez,Buy,22836,DFW,ELP,Main Cabin,8
Sarah,Stanton,Buy,18153,CUN,ELP,Main Cabin,2
Tanya,Turner,Buy,23371,BOS,LAX,First Class,5
Jennifer,Carr,Buy,20495,CJS,MEX,Main Cabin,6
Michelle,Jones,Buy,20879,DFW,ELP,Business Class,7
Jacob,Contreras,Buy,12582,LAX,BOS,Business Class,7
Gregory,Carr,Buy,2350,LAX,BOS,Main Cabin,7
Brad,Patel,Buy,21229,ELP,LAS,Main Cabin,5
Jose,Evans,Buy,26964,ELP,YYZ,First Class,1
Ray,Huynh,Buy,18399,LAS,ELP,Business Class,1
Juan,Brock,Buy,739,ELP,DFW,Business Class,5
Emily,Jackson,Buy,26700,ELP,LAX,Business Class,7
Amy,Parsons,Buy,12334,ELP,LAX,Business Class,6
Lisa,Gaines,Buy,5528,LAX,ORL,First Class,1
Michelle,Griffin,Buy,21521,JFK,ELP,First Class,1
Rodney,Mcneil,Buy,13024,ORL,LAX,First Class,1
Crystal,Young,Buy,19608,LHR,ELP,Business Class,6
Lisa,Gaines,Buy,12255,CJS,MEX,Business Class,2
Anita,Stein,Buy,6629,HND,ELP,First Class,3
Steven,Hartman,Buy,19203,ELP,CUN,Main Cabin,1
Andrew,Mcclure,Buy,430,ELP,HND,Main Cabin,4
Christina,Valtierra,Buy,1462,ELP,YYZ,Business Class,7
Alyssa,Poole,Buy,2737,ATL,ELP,First Class,1
Brandon,Neal,Buy,22806,ELP,YYZ,First Class,7
Emma,Armstrong,Buy,15893,CJS,MEX,Main Cabin,3
Rachel,Roberson,Buy,2036,MEX,CJS,First Class,4
Emily,Estes,Buy,21840,ELP,LAS,Main Cabin,7
Ray,Booth,Buy,26609,LAS,ELP,Business Class,2
William,Evans,Buy,3554,BOS,LAX,First Class,3
Randy,Keller,Buy,9168,ELP,CUN,First Class,3
Kimberly,Martinez,Buy,14958,ELP,BOS,Main Cabin,8
Kimberly,Garcia,Buy,18833,ATL,ELP,Business Class,5
Jorge,Haley,Buy,15178,ELP,YYZ,Main Cabin,7
Jose,Evans,Buy,7899,ELP,BOS,Business Class,8
Douglas,Hernandez,Buy,26435,ELP,JFK,First Class,6
Michele,Stevens,Buy,9393,ELP,ATL,Main Cabin,2
Misty,Jimenez,Buy,21073,ELP,BOS,Business Class,4
Ronald,Martinez,Buy,25446,LAX,BOS,Main Cabin,1
Hannah,Arias,Buy,2544,ELP,DFW,First Class,7
Jerry,Gamble,Buy,20702,ELP,CDG,Main Cabin,4
Brett,Mathis,Buy,23222,BOS,LAX,First Class,6
Gregory,Sullivan,Buy,9888,LHR,ELP,Business Class,1
Jeff,Ray,Buy,23594,ORD,ELP,Main Cabin,1
Dana,Williams,Buy,19550,ELP,ORD,Main Cabin,7
Daniel,Foster,Buy,4896,LAS,ELP,First Class,1
Jessica,Olsen,Buy,7527,ELP,CDG,First Class,8
Michael,Williamson,Buy,1411,LAS,ELP,Business Class,7
Lori,Hall,Buy,19456,LAS,ELP,Business Class,3
Karen,Thomas,Buy,135,CDG,ELP,Main Cabin,6
Michael,Thomas,Buy,4677,ELP,DFW,Main Cabin,1
Lisa,Garrett,Buy,16240,ELP,YYZ,Business Class,3
Jason,Wolfe,Buy,16122,DFW,ELP,Main Cabin,1
Heather,Cunningham,Buy,26708,ELP,ORD,First Class,2
Bryan,Wise,Buy,14149,HND,ELP,Business Class,1
Brooke,Padilla,Buy,11065,BOS,ELP,First Class,5
Marissa,Henry,Buy,12407,CJS,MEX,Business Class,1
Kathleen,Small,Buy,3989,ELP,LHR,First Class,3
Amber,Nguyen,Buy,15086,ELP,ATL,Main Cabin,5
Noah,Horne,Buy,17390,LAX,BOS,First Class,6
Jade,Crawford,Buy,11344,ELP,JFK,First Class,7
Chase,Miller,Buy,20120,ELP,DFW,Business Class,3
Alison,Hicks,Buy,2543,ELP,DFW,Main Cabin,6
Carol,Elliott,Buy,8334,ATL,ELP,Business Class,8
Jill,Solis,Buy,17707,ELP,YYZ,Business Class,6
Bobby,Bennett,Buy,17315,ORD,ELP,First Class,7
Joseph,Hanna,Buy,25375,ATL,ELP,Main Cabin,1
Brittany,Nielsen,Buy,13290,ELP,LAS,Business Class,3
Kim,Contreras,Buy,7627,LHR,ELP,Business Class,4
Brooke,Maxwell,Buy,15376,ELP,ORD,Main Cabin,3
David,Cox,Buy,9995,ELP,ATL,Business Class,8
David,Gross,Buy,21831,ELP,BOS,Business Class,1
Daniel,Romero,Buy,14706,BOS,LAX,First Class,1
Alyssa,Kelly,Buy,23247,YYZ,ELP,Main Cabin,5
David,Harvey,Buy,4256,ATL,ELP,Main Cabin,5
Scott,Dunn,Buy,14249,LAX,BOS,Main Cabin,6
Christopher,Lucero,Buy,22255,LAX,ELP,Main Cabin,2
Diana,Matthews,Buy,2961,ELP,CUN,First Class,4
Tanya,Turner,Buy,18297,LAX,BOS,Business Class,7
Thomas,King,Buy,24228,LHR,ELP,First Class,5
Emily,Chang,Buy,25998,ELP,LAS,First Class,2
Lawrence,Price,Buy,7446,JFK,ELP,Main Cabin,4
Ruth,Ponce,Buy,15611,LAX,ORL,Business Class,4
Gabriel,Hansen,Buy,4280,ELP,LAS,Main Cabin,1
Ricky,Gardner,Buy,10868,ELP,LAX,Business Class,6
Jeffrey,Luna,Buy,19858,ELP,ATL,First Class,1
Jacob,Contreras,Buy,13869,LAX,ELP,First Class,1
Kimberly,Roberts,Buy,20209,ORL,LAX,Main Cabin,6
Matthew,Gonzalez,Buy,17293,DFW,ELP,Business Class,8
Shirley,Foster,Buy,20749,ELP,ATL,Business Class,2
Julia,Young,Buy,12101,CJS,MEX,First Class,2
Gloria,Page,Buy,5427,ELP,HND,Business Class,8
Gloria,Page,Buy,13615,LAS,ELP,Business Class,1
Dalton,Bryant,Buy,26657,CUN,ELP,First Class,3
Craig,Brown,Buy,643,ELP,BOS,First Class,6
Luis,Solomon,Buy,6229,ELP,LAS,First Class,5
Susan,Humphrey,Buy,19947,ELP,YYZ,Main Cabin,1
Michele,Stevens,Buy,5667,MEX,CJS,Business Class,8
Sabrina,Nguyen,Buy,13356,YYZ,ELP,Main Cabin,3
Joseph,Lewis,Buy,13913,ELP,LAS,Business Class,6
Amy,Rodriguez,Buy,11163,DFW,ELP,First Class,4
Justin,Hawkins,Buy,7307,BOS,ELP,Business Class,4
Zachary,Ellison,Buy,19703,ELP,ORD,First Class,6
Shannon,Holden,Buy,17974,LAX,ORL,Main Cabin,3
Sharon,Miller,Buy,17345,BOS,ELP,First Class,8
Jose,Smith,Buy,7469,ELP,LHR,Main Cabin,3
Captaiin,Hook,Buy,21034,ELP,LAX,First Class,4
Jeff,Ray,Buy,23983,ELP,CDG,Main Cabin,2
William,Rice,Buy,3373,ELP,LHR,First Class,8
Ray,Huynh,Buy,21648,ORD,ELP,Business Class,7
Natasha,Wheeler,Buy,13727,ELP,ORD,Business Class,7
Jenny,Henry,Buy,22649,ELP,CUN,Business Class,2
Peggy,Murphy,Buy,26939,LAX,ORL,First Class,4
Jeffrey,Best,Buy,14175,ELP,ORD,Main Cabin,3
Alexandra,Simpson,Buy,21583,ELP,CUN,Business Class,1
Denise,Morales,Buy,4535,DFW,ELP,Business Class,1
Emily,Jackson,Buy,13757,BOS,ELP,First Class,2
Mary,Chapman,Buy,21786,ELP,LAX,Main Cabin,7
Christopher,Raymond,Buy,22061,ELP,YYZ,Main Cabin,4
Jennifer,Smith,Buy,6925,ELP,CDG,Main Cabin,5
Jasmine,Disney,Buy,130,ELP,CDG,First Class,5
Patrick,Larsen,Buy,19207,CUN,ELP,First Class,8
Jessica,Barragan,Buy,22748,LAS,ELP,First Class,4
Erica,Burch,Buy,17425,ELP,HND,First Class,5
Haley,Moss,Buy,19706,ORD,ELP,Main Cabin,7
Denise,Williams,Buy,26069,CDG,ELP,Main Cabin,6
Samuel,Harrington,Buy,4673,HND,ELP,Main Cabin,4
Kevin,Gould,Buy,17662,CJS,MEX,Business Class,4
Miguel,Lucero,Buy,25759,YYZ,ELP,Business Class,3
Donna,Travis,Buy,9814,DFW,ELP,Business Class,3
Christopher,Robinson,Buy,15854,ELP,JFK,Main Cabin,6
Christopher,Foster,Buy,18668,ELP,ATL,First Class,5
Mariah,Black,Buy,24425,ELP,YYZ,Business Class,4
Tyrone,Alvarado,Buy,2937,MEX,CJS,Business Class,1
Cassandra,Cook,Buy,23733,ORD,ELP,First Class,3
Brett,Wallace,Buy,20453,ATL,ELP,First Class,8
Ray,Booth,Buy,574,ELP,CDG,Main Cabin,6
Francisco,Moore,Buy,16229,CUN,ELP,First Class,4
Alexandra,Cook,Buy,25804,LAX,ELP,Main Cabin,3
Heidi,Page,Buy,17232,ORL,LAX,Main Cabin,8
Quasimodo,Disney,Buy,653,ELP,LAS,First Class,7
Christopher,Robinson,Buy,4415,ELP,JFK,Main Cabin,1
Linda,Bennett,Buy,97,LAX,ORL,Main Cabin,3
Michael,Murray,Buy,7817,ELP,YYZ,Main Cabin,6
Christina,Villanueva,Buy,8159,DFW,ELP,Main Cabin,4
Ray,Huynh,Buy,5640,ELP,LAS,Main Cabin,5
Ethan,Holmes,Buy,5891,ELP,LAX,Main Cabin,7
Andrew,Atkins,Buy,24670,LAS,ELP,Main Cabin,7
Sean,Klein,Buy,3082,CJS,MEX,Main Cabin,1
Quasimodo,Disney,Buy,9480,ELP,YYZ,Main Cabin,5
Jill,Solis,Buy,16334,LAS,ELP,First Class,6
Anthony,Hunter,Buy,6186,ELP,LAX,Main Cabin,2
Rodney,Mcneil,Buy,2893,ELP,JFK,Business Class,4
Wesley,Lambert,Buy,25800,LAX,ELP,Main Cabin,5
Keith,Ortiz,Buy,9247,ATL,ELP,Business Class,5
Sandra,Rogers,Buy,11504,BOS,ELP,First Class,8
Wendy,Montoya,Buy,17617,ELP,ATL,First Class,5
Kevin,Gould,Buy,17070,ELP,LHR,Main Cabin,7
Lauren,Hall,Buy,5743,DFW,ELP,First Class,5
Samantha,Thomas,Buy,8666,LAS,ELP,Business Class,8
Travis,Ruiz,Buy,13444,BOS,ELP,First Class,8
Samantha,Cooper,Buy,4540,ELP,LAX,Business Class,3
Michael,Prince,Buy,16179,ELP,LHR,Main Cabin,8
Julia,Young,Buy,5293,DFW,ELP,Main Cabin,6
Deborah,Hunt,Buy,6321,HND,ELP,Main Cabin,5
Renee,Bradley,Buy,10897,ATL,ELP,Main Cabin,8
Stephen,Ellis,Buy,14888,ELP,CDG,Main Cabin,3
Willie,Hobbs,Buy,22506,CUN,ELP,Business Class,4
Michael,Morton,Buy,2163,LAS,ELP,Main Cabin,3
David,Gross,Buy,14830,CJS,MEX,Business Class,6
Eric,Vazquez,Buy,11161,DFW,ELP,Main Cabin,6
Rhonda,Kane,Buy,6530,JFK,ELP,First Class,5
Ronald,Bond,Buy,13070,ELP,HND,Main Cabin,5
Phillip,Meyer,Buy,11979,BOS,LAX,Main Cabin,6
Sharon,Gillespie,Buy,14073,ELP,LHR,First Class,4
Michael,Adams,Buy,15359,ELP,DFW,Business Class,1
Elizabeth,Rodriguez,Buy,1109,LAS,ELP,Business Class,1
Eric,Ramos,Buy,6819,ELP,ATL,Business Class,1
Stephanie,Perry,Buy,12586,LAX,BOS,Main Cabin,2
Jose,Evans,Buy,19246,DFW,ELP,Business Class,5
Patrick,Larsen,Buy,6079,JFK,ELP,Main Cabin,5
Jennifer,Schultz,Buy,2971,ELP,YYZ,Business Class,8
Amy,Chase,Buy,11435,CDG,ELP,Main Cabin,7
Alexandra,Simpson,Buy,3233,CJS,MEX,Main Cabin,7
Jessica,Fernandez,Buy,11915,ORD,ELP,Main Cabin,8
James,Watson,Buy,5423,CDG,ELP,First Class,1
John,Hill,Buy,1317,YYZ,ELP,Business Class,3
Ronald,Parker,Buy,7385,CDG,ELP,Business Class,8
David,Davila,Buy,24048,JFK,ELP,Business Class,6
Wendy,Stanton,Buy,21170,ELP,DFW,First Class,4
Gabriel,Hansen,Buy,11857,ELP,YYZ,Main Cabin,1
Kaa,Disney,Buy,10242,ELP,CDG,First Class,1
Lisa,Yu,Buy,20370,LAX,ORL,First Class,3
Amy,Morse,Buy,17791,ELP,LAS,Main Cabin,4
Keith,Christensen,Buy,17913,ATL,ELP,First Class,1
Krystal,Thompson,Buy,19869,ELP,JFK,First Class,6
Alexis,Shea,Buy,5186,BOS,ELP,First Class,3
Christopher,Wright,Buy,15384,ORD,ELP,First Class,8
Tracy,Fitzgerald,Buy,9614,LAX,BOS,Business Class,7
Andrew,Atkins,Buy,8122,YYZ,ELP,First Class,2
Alexis,Shea,Buy,17739,DFW,ELP,Main Cabin,7
Ruben,CarmonaMedrano,Buy,1495,DFW,ELP,First Class,5
Amanda,Shepherd,Buy,23707,HND,ELP,Business Class,6
Amy,Mcpherson,Buy,25525,ATL,ELP,First Class,5
Jasmine,Disney,Buy,829,MEX,CJS,Main Cabin,6
Perry,Hill,Buy,6405,LHR,ELP,First Class,6
Austin,Lewis,Buy,14755,DFW,ELP,Main Cabin,2
Darin,Porter,Buy,24420,CUN,ELP,First Class,5
Mark,Washington,Buy,1841,ELP,BOS,First Class,5
Michele,Cummings,Buy,1393,ELP,BOS,Main Cabin,3
Cassandra,Cook,Buy,11526,CJS,MEX,Main Cabin,2
Samantha,Cooper,Buy,24655,ELP,BOS,Business Class,4
Amanda,Shepherd,Buy,17963,MEX,CJS,Business Class,2
Diana,Valles,Buy,11348,JFK,ELP,Main Cabin,4
Holly,Davidson,Buy,5266,ELP,CDG,First Class,3
Kim,Buckley,Buy,14538,ORL,LAX,Main Cabin,2
Christopher,Underwood,Buy,11871,CDG,ELP,Business Class,2
Amanda,Shepherd,Buy,23361,ORL,LAX,Business Class,3
Maria,Mccarthy,Buy,15210,ELP,DFW,First Class,5
Alexandra,Cook,Buy,5411,YYZ,ELP,First Class,3
Nicole,Rowland,Buy,3436,ELP,HND,Main Cabin,6
Allen,Arnold,Buy,1714,LHR,ELP,Business Class,3
Philip,Chaney,Buy,20926,ELP,BOS,Business Class,2
Erin,Jones,Buy,10406,HND,ELP,Business Class,5
Belle,Disney,Buy,8025,ELP,ATL,Main Cabin,7
Joseph,Brooks,Buy,22719,ATL,ELP,Main Cabin,6
Devin,Diaz,Buy,17915,ATL,ELP,Business Class,8
Alejandro,Olivas,Buy,14884,ELP,CDG,First Class,6
Trevor,Young,Buy,23838,ELP,CDG,First Class,7
Susan,Davis,Buy,3152,ELP,DFW,Business Class,6
Carolyn,Dunn,Buy,21010,CDG,ELP,First Class,7
Jeffrey,Delgado,Buy,6016,ELP,CDG,Main Cabin,5
Dana,Miller,Buy,782,JFK,ELP,Business Class,5
Michelle,Griffin,Buy,7365,CUN,ELP,Main Cabin,4
Barbara,Jones,Buy,2111,ELP,LAX,Main Cabin,2
Taylor,Johnson,Buy,21020,HND,ELP,Business Class,7
Steven,Owens,Buy,20311,ELP,JFK,Business Class,3
Ashley,Wilcox,Buy,13038,LAX,BOS,Main Cabin,5
Kathleen,Hines,Buy,18623,CDG,ELP,Main Cabin,4
Richard,Torres,Buy,11642,JFK,ELP,Business Class,5
Victor,Anderson,Buy,24992,LAX,ORL,First Class,7
Colleen,Torres,Buy,12710,LHR,ELP,Main Cabin,6
Angel,Barber,Buy,6329,ELP,DFW,First Class,4
Lisa,Gaines,Buy,24184,ORD,ELP,Business Class,1
Gabriel,Terrazas,Buy,1924,YYZ,ELP,Main Cabin,3
Carolyn,Dunn,Buy,5776,ELP,JFK,Main Cabin,5
Gail,Parker,Buy,5879,HND,ELP,Business Class,6
Lance,Dominguez,Buy,6840,ELP,BOS,Business Class,3
Randy,Keller,Buy,12765,ELP,CDG,First Class,7
Brittany,Nielsen,Buy,2393,ELP,DFW,First Class,2
Jacob,Contreras,Buy,26719,ELP,ATL,Business Class,5
Amy,Parsons,Buy,13546,ELP,DFW,Main Cabin,1
Chad,Clark,Buy,2895,JFK,ELP,Main Cabin,4
Colleen,Torres,Buy,25809,ELP,ORD,Main Cabin,8
Stitch,Disney,Buy,20766,JFK,ELP,Business Class,6
Joshua,Meadows,Buy,8161,ELP,LAX,Business Class,8
David,Clark,Buy,23950,LAX,ORL,First Class,7
Jeffrey,Weiss,Buy,18646,ELP,LAX,Business Class,2
Mary,Grant,Buy,6322,HND,ELP,Business Class,4
Perry,Hill,Buy,11171,LAX,ELP,Main Cabin,1
Kristen,Martinez,Buy,19576,JFK,ELP,Business Class,6
Catherine,Mann,Buy,17490,BOS,ELP,First Class,6
Mark,Lee,Buy,4847,LAX,ELP,Main Cabin,5
Karen,Zhang,Buy,8664,ELP,LAS,Main Cabin,6
Teresa,Taylor,Buy,24563,LAX,BOS,First Class,7
Bryan,Arriaga,Buy,15534,ELP,ORD,Business Class,3
Jenny,Henry,Buy,20016,ATL,ELP,Main Cabin,8
Colleen,Sanchez,Buy,14906,ELP,DFW,Business Class,8
Penny,Mcdaniel,Buy,8159,DFW,ELP,Main Cabin,7
Kevin,Swanson,Buy,12551,LHR,ELP,Business Class,6
Steven,Cabrera,Buy,18564,LHR,ELP,Business Class,1
Alexis,Shea,Buy,5140,DFW,ELP,First Class,8
Jorge,Haley,Buy,22811,ELP,CDG,Main Cabin,7
Mark,Butler,Buy,22814,ELP,CDG,Business Class,3
Melissa,Holt,Buy,7389,ELP,HND,Main Cabin,6
Ryan,Brown,Buy,1990,ELP,JFK,First Class,4
Ana,Andrade,Buy,24074,LHR,ELP,Business Class,8
Jason,Lee,Buy,459,ELP,ORD,Business Class,5
Heather,Robbins,Buy,4483,LAX,BOS,First Class,6
Julia,Jones,Buy,5097,ELP,CUN,First Class,1
James,Romero,Buy,22938,ELP,CUN,Main Cabin,3
Sean,Medina,Buy,19665,CDG,ELP,Main Cabin,7
Tiffany,Jones,Buy,25159,CUN,ELP,First Class,7
Roberto,Gutierrez,Buy,20381,ELP,CUN,Business Class,6
Logan,Palmer,Buy,17278,CDG,ELP,First Class,8
Nicholas,Smith,Buy,21428,LAX,BOS,First Class,5
Shane,Arnold,Buy,16087,ELP,YYZ,Business Class,6
Jody,Sanchez,Buy,13504,ELP,CUN,First Class,2
Shirley,Foster,Buy,12816,ATL,ELP,Business Class,5
Lawrence,Price,Buy,4077,DFW,ELP,Business Class,1
April,Lopez,Buy,20531,CUN,ELP,First Class,3
Sheri,Adams,Buy,16936,MEX,CJS,Business Class,4
Michele,Stevens,Buy,12140,ELP,YYZ,First Class,4
Richard,Edwards,Buy,23276,ELP,DFW,First Class,2
Olivia,Romero,Buy,21508,ATL,ELP,First Class,5
Elizabeth,Kim,Buy,26278,ELP,JFK,First Class,7
Donald,Ramirez,Buy,12255,CJS,MEX,First Class,5
Daniel,Mejia,Buy,15025,ELP,YYZ,Main Cabin,2
Kim,Buckley,Buy,16146,ELP,ATL,Main Cabin,4
Andrew,Atkins,Buy,23199,LHR,ELP,Business Class,7
Keith,Christensen,Buy,24180,ORD,ELP,Business Class,8
Teresa,Taylor,Buy,21909,ELP,YYZ,Business Class,8
William,Hunter,Buy,10870,ELP,LAX,Business Class,7
Pamela,Carter,Buy,3537,CJS,MEX,Main Cabin,2
Cesar,Jones,Buy,20105,ELP,CDG,First Class,2
Karl,Davis,Buy,26430,ATL,ELP,Business Class,8
Samuel,Harrington,Buy,4884,BOS,ELP,First Class,8
Tiffany,Davis,Buy,24066,LAS,ELP,Business Class,5
Miranda,Walker,Buy,10547,CDG,ELP,First Class,3
Kendra,Sawyer,Buy,25653,ELP,ORD,First Class,6
Buzz,Lightyear,Buy,2433,ELP,JFK,Main Cabin,1
Christina,Villanueva,Buy,11524,LHR,ELP,First Class,2
Ian,Islas,Buy,22083,HND,ELP,Main Cabin,8
David,Gardner,Buy,9814,DFW,ELP,Business Class,8
Tyler,Baxter,Buy,13365,ELP,CDG,First Class,8
Mary,Lee,Buy,22123,ELP,JFK,First Class,4
Allen,Arnold,Buy,16159,JFK,ELP,First Class,1
Angela,Walker,Buy,20309,ATL,ELP,Business Class,1
Mark,Stewart,Buy,1505,LAX,ELP,Business Class,7
Emma,Padilla,Buy,20431,ELP,LAX,First Class,1
Pluto,Disney,Buy,5350,LAS,ELP,Business Class,3
Kim,Contreras,Buy,3691,MEX,CJS,Main Cabin,8
Lauren,Hall,Buy,10250,CDG,ELP,Main Cabin,8
Kevin,Gould,Buy,771,ATL,ELP,Main Cabin,7
Allison,Chang,Buy,2738,ATL,ELP,First Class,6
Mulan,Disney,Buy,14935,ELP,ATL,Business Class,5
Theresa,Clark,Buy,20071,LAX,ORL,Main Cabin,3
Denise,Morales,Buy,5842,LAX,BOS,First Class,7
Bradley,Bell,Buy,6820,ELP,ATL,Main Cabin,4
Jenna,Chase,Buy,794,BOS,ELP,Main Cabin,1
