ID,First Name, Last Name,DOB,Role,Money Available,Flights Purchased,MinerAir Membership,Username,Password
322,Kathleen,Small,12/14/1917,Employee,11.16,5,false,kathleensmall,Fun!23
323,Lindsay,Webster,4/26/1957,Employee,29.07,7,false,lindsaywebster,Fun!23
324,Michelle,Ortiz,8/1/1912,Employee,1.52,15,false,michelleortiz,Fun!23
325,Cheryl,Wilson,11/14/1959,Employee,24.81,10,true,cherylwilson,Fun!23
326,Melissa,Rivera,1/3/1998,Employee,27.95,11,false,melissarivera,Fun!23
327,Bryan,Hardy,9/1/1936,Employee,42.41,9,false,bryanhardy,Fun!23
328,Jason,Wolfe,9/19/1911,Employee,53.39,18,true,jasonwolfe,Fun!23
329,Stacey,Paul,6/29/1908,Employee,8.68,4,true,staceypaul,Fun!23
330,Crystal,Johnson,11/13/1941,Employee,37.87,10,false,crystaljohnson,Fun!23
331,Jordan,Wilson,1/30/1929,Employee,7.18,6,true,jordanwilson,Fun!23
332,Amanda,Shepherd,12/7/1960,Employee,21.24,10,false,amandashepherd,Fun!23
333,Alexander,Cameron,7/21/1951,Employee,2.93,14,true,alexandercameron,Fun!23
334,Kevin,Scott,2/27/1986,Employee,4.01,8,false,kevinscott,Fun!23
335,Kyle,Taylor,10/31/1982,Employee,1.95,11,true,kyletaylor,Fun!23
336,Kimberly,Garcia,6/30/1956,Employee,10.30,10,false,kimberlygarcia,Fun!23
337,Chelsea,Porter,4/4/1936,Employee,10.38,17,false,chelseaporter,Fun!23
338,Emma,Armstrong,10/5/1923,Employee,6.04,14,false,emmaarmstrong,Fun!23
339,Courtney,Johnson,7/21/1949,Employee,41.98,10,true,courtneyjohnson,Fun!23
340,Ronald,Kent,12/20/1939,Employee,0.68,10,true,ronaldkent,Fun!23
341,Ricky,Thompson,1/17/1977,Employee,7.64,8,false,rickythompson,Fun!23
342,Denise,Williams,7/21/1933,Employee,44.04,10,false,denisewilliams,Fun!23
343,Jeffrey,Sloan,5/28/1945,Employee,20.27,9,true,jeffreysloan,Fun!23
344,Brian,Hayes,6/5/1959,Employee,3.94,8,false,brianhayes,Fun!23
345,Patricia,Glenn,7/14/1900,Employee,11.91,14,false,patriciaglenn,Fun!23
346,Caroline,Torres,12/27/1926,Employee,23.62,7,true,carolinetorres,Fun!23
347,Benjamin,Johnson,4/11/1907,Employee,10.06,11,true,benjaminjohnson,Fun!23
348,Christina,Wheeler,3/15/1977,Employee,13.95,16,true,christinawheeler,Fun!23
349,Valerie,Moore,1/28/1993,Employee,2.97,6,false,valeriemoore,Fun!23
350,Deborah,Hunt,1/9/1935,Employee,31.29,5,false,deborahhunt,Fun!23
351,Sarah,Mosley,6/21/1938,Employee,2.27,4,false,sarahmosley,Fun!23
352,Donald,Haynes,9/9/1930,Employee,27.38,6,false,donaldhaynes,Fun!23
353,Lisa,Brown,5/23/1917,Employee,8.53,13,true,lisabrown,Fun!23
354,Kenneth,Smith,5/28/1916,Employee,32.41,7,false,kennethsmith,Fun!23
355,Heidi,Barker,8/14/1991,Employee,34.75,12,true,heidibarker,Fun!23
356,William,Wolf,3/10/1920,Employee,11.75,11,true,williamwolf,Fun!23
357,Elizabeth,Cordova,8/21/1921,Employee,19.86,10,false,elizabethcordova,Fun!23
358,Christopher,Jones,7/20/1923,Employee,25.59,4,true,christopherjones,Fun!23
359,Robert,Wilson,12/8/1979,Employee,20.98,20,false,robertwilson,Fun!23
360,Amber,Brown,4/5/1980,Employee,18.41,8,false,amberbrown,Fun!23
361,Antonio,Brooks,1/15/1909,Employee,14.71,20,false,antoniobrooks,Fun!23
362,Dakota,Bender,10/18/2000,Employee,51.65,3,true,dakotabender,Fun!23
363,Kevin,Swanson,7/6/1974,Employee,16.69,7,false,kevinswanson,Fun!23
364,Christopher,Dominguez,6/2/1993,Employee,42.97,6,false,christopherdominguez,Fun!23
365,Peggy,Murphy,2/1/1907,Employee,46.28,2,false,peggymurphy,Fun!23
366,Edward,Johnson,9/14/1908,Employee,21.28,4,false,edwardjohnson,Fun!23
367,Misty,Horton,8/4/1913,Employee,1.44,6,true,mistyhorton,Fun!23
368,Christopher,Foster,11/17/1960,Employee,48.11,3,false,christopherfoster,Fun!23
369,Carrie,Bennett,6/24/1962,Employee,24.50,16,false,carriebennett,Fun!23
370,Natasha,Wheeler,3/19/1928,Employee,26.25,6,false,natashawheeler,Fun!23
371,Angel,Joseph,10/17/1950,Employee,40.85,19,false,angeljoseph,Fun!23
372,Daniel,Foster,11/16/1921,Employee,10.53,4,true,danielfoster,Fun!23
373,Rhonda,Kane,11/19/1906,Employee,23.29,7,false,rhondakane,Fun!23
374,Jeffrey,Gonzalez,4/16/1918,Employee,11.81,7,false,jeffreygonzalez,Fun!23
375,Jeremiah,Williamson,7/30/1967,Employee,2.14,11,false,jeremiahwilliamson,Fun!23
376,Dean,Smith,1/24/1948,Employee,5.81,10,false,deansmith,Fun!23
377,Lisa,Stafford,9/2/1925,Employee,41.20,18,true,lisastafford,Fun!23
378,Travis,Ruiz,3/22/1964,Employee,38.77,7,false,travisruiz,Fun!23
379,Mary,Stevens,7/15/1982,Employee,29.52,12,true,marystevens,Fun!23
380,Shane,Arnold,6/1/1936,Employee,4.68,14,true,shanearnold,Fun!23
381,Teresa,Jacobs,8/8/1945,Employee,20.52,10,true,teresajacobs,Fun!23
382,Joshua,Meadows,10/7/1921,Employee,32.75,7,false,joshuameadows,Fun!23
383,Thomas,Elliott,2/25/1921,Employee,17.10,8,false,thomaselliott,Fun!23
384,Elizabeth,Alvarez,4/11/1945,Employee,20.11,14,false,elizabethalvarez,Fun!23
385,Alicia,Jenkins,8/20/1920,Employee,24.42,6,false,aliciajenkins,Fun!23
386,Jacob,Williams,5/12/1903,Employee,48.80,8,true,jacobwilliams,Fun!23
387,Michele,Cummings,11/29/1993,Employee,15.45,10,false,michelecummings,Fun!23
388,Craig,Oconnell,3/17/1929,Employee,18.50,12,true,craigoconnell,Fun!23
389,Joseph,Brooks,7/25/1984,Employee,22.04,11,true,josephbrooks,Fun!23
390,Anthony,Hardin,8/24/1959,Employee,10.15,11,true,anthonyhardin,Fun!23
391,Norman,Freeman,9/24/1989,Employee,33.76,10,true,normanfreeman,Fun!23
392,Devin,Diaz,9/18/1929,Employee,32.96,4,false,devindiaz,Fun!23
393,Donna,Travis,11/1/1929,Employee,0.42,7,false,donnatravis,Fun!23
394,Tanya,Kent,11/15/1953,Employee,35.05,17,false,tanyakent,Fun!23
395,Keith,Ellis,3/21/1957,Employee,5.13,21,true,keithellis,Fun!23
396,Anthony,Sims,3/15/1900,Employee,18.32,12,true,anthonysims,Fun!23
397,Krystal,Thompson,12/28/1976,Employee,28.69,12,false,krystalthompson,Fun!23
398,Benjamin,Ramirez,2/22/1929,Employee,31.53,13,true,benjaminramirez,Fun!23
399,Scott,Rose,6/18/1933,Employee,33.38,6,false,scottrose,Fun!23
400,Jessica,Fernandez,6/10/1962,Employee,27.93,9,true,jessicafernandez,Fun!23
401,Michael,Castillo,9/24/1981,Employee,37.94,7,true,michaelcastillo,Fun!23
402,Ruben,Edwards,5/28/1909,Employee,15.80,15,false,rubenedwards,Fun!23
403,Ashley,Wilcox,5/29/1967,Employee,43.24,14,true,ashleywilcox,Fun!23
404,Allison,Cross,11/13/1922,Employee,0.34,5,true,allisoncross,Fun!23
405,Anita,Stein,8/4/1972,Employee,16.15,14,true,anitastein,Fun!23
406,Sean,Hull,9/13/1938,Employee,4.03,7,true,seanhull,Fun!23
407,Ricardo,Rodriguez,11/4/1997,Employee,21.12,11,true,ricardorodriguez,Fun!23
408,David,Soto,3/16/1931,Employee,16.27,9,false,davidsoto,Fun!23
409,Kayla,Mahoney,5/29/1903,Employee,23.32,8,false,kaylamahoney,Fun!23
410,Ray,Huynh,7/11/1926,Employee,17.68,10,true,rayhuynh,Fun!23
411,Terri,Mendez,6/26/1979,Employee,17.71,11,false,terrimendez,Fun!23
412,Rachel,Roberson,9/22/1933,Employee,7.69,9,true,rachelroberson,Fun!23
413,Zachary,Tran,8/24/1904,Employee,40.19,9,false,zacharytran,Fun!23
414,John,White,2/25/1977,Employee,5.55,9,true,johnwhite,Fun!23
415,Philip,Collins,7/20/1995,Employee,8.21,7,false,philipcollins,Fun!23
416,Hunter,Moore,1/2/1904,Employee,5.74,6,true,huntermoore,Fun!23
417,Nicole,Johnson,9/3/1946,Employee,10.95,10,true,nicolejohnson,Fun!23
418,Adam,Bass,11/17/1908,Employee,19.49,9,false,adambass,Fun!23
419,Lisa,Spencer,7/27/1923,Employee,9.00,12,false,lisaspencer,Fun!23
420,Justin,Martinez,4/12/1974,Employee,34.77,10,true,justinmartinez,Fun!23
421,Anthony,Hunter,6/2/1997,Employee,0.11,9,true,anthonyhunter,Fun!23
422,Doris,Moore,7/10/1941,Employee,39.68,6,true,dorismoore,Fun!23
423,Elizabeth,Cruz,8/13/1977,Employee,1.53,15,true,elizabethcruz,Fun!23
424,Randy,Keller,9/10/1942,Employee,9.90,7,true,randykeller,Fun!23
425,Brandon,Neal,3/5/1951,Employee,31.62,10,true,brandonneal,Fun!23
426,Mark,Lamb,7/27/1947,Employee,15.99,13,true,marklamb,Fun!23
427,Tiffany,May,3/3/1920,Employee,6.10,13,false,tiffanymay,Fun!23
428,Krista,Blake,2/28/1987,Employee,49.15,6,true,kristablake,Fun!23
429,John,Morris,3/8/1920,Employee,2.45,6,true,johnmorris,Fun!23
430,Jill,Solis,4/27/1920,Employee,33.12,6,true,jillsolis,Fun!23
431,Emma,Padilla,6/23/1930,Employee,28.01,5,true,emmapadilla,Fun!23
432,Becky,Gray,5/6/1911,Employee,0.19,11,false,beckygray,Fun!23
433,Rita,Owens,6/14/1921,Employee,42.65,7,false,ritaowens,Fun!23
434,Kristina,Patrick,7/2/1957,Employee,5.55,14,false,kristinapatrick,Fun!23
435,Raymond,Woodward,4/2/1989,Employee,44.08,9,false,raymondwoodward,Fun!23
436,Rebecca,Brown,6/12/1983,Employee,4.21,10,true,rebeccabrown,Fun!23
437,Samantha,Thomas,5/11/1933,Employee,5.52,8,false,samanthathomas,Fun!23
438,Patrick,Larsen,7/19/1922,Employee,61.62,10,false,patricklarsen,Fun!23
439,Emily,Brady,3/18/1957,Employee,7.49,10,false,emilybrady,Fun!23
440,April,Turner,11/1/1975,Employee,12.69,21,false,aprilturner,Fun!23
441,Steven,Cabrera,12/27/1959,Employee,26.88,13,false,stevencabrera,Fun!23
442,Michael,Murray,8/10/1934,Employee,37.45,7,false,michaelmurray,Fun!23
443,Gregory,Carr,7/3/1900,Employee,59.54,8,true,gregorycarr,Fun!23
444,David,Davila,8/26/1999,Employee,5.43,6,true,daviddavila,Fun!23
445,Brandon,Smith,3/12/1948,Employee,14.98,4,false,brandonsmith,Fun!23
446,Ryan,Wilkins,10/25/1942,Employee,0.45,13,false,ryanwilkins,Fun!23
447,Jon,Lopez,11/6/1936,Employee,9.27,9,false,jonlopez,Fun!23
448,Jennifer,Copeland,3/20/1940,Employee,40.57,12,false,jennifercopeland,Fun!23
449,Alexis,Shea,7/19/1934,Employee,17.49,14,true,alexisshea,Fun!23
450,Gerald,Baker,4/12/1970,Employee,44.43,8,false,geraldbaker,Fun!23
451,Tara,Rodriguez,6/7/1971,Employee,36.90,10,false,tararodriguez,Fun!23
452,Jerry,Hampton,10/3/1998,Employee,12.43,11,false,jerryhampton,Fun!23
453,Ray,Booth,2/27/1947,Employee,39.98,10,true,raybooth,Fun!23
454,Michelle,Sexton,1/11/1943,Employee,6.00,11,true,michellesexton,Fun!23
455,Kayla,Morgan,2/2/1915,Employee,3.29,8,false,kaylamorgan,Fun!23
456,Deborah,Scott,7/5/1974,Employee,7.29,11,true,deborahscott,Fun!23
457,Trevor,Young,11/17/1975,Employee,9.93,7,true,trevoryoung,Fun!23
458,Philip,Chaney,9/22/1967,Employee,29.68,8,true,philipchaney,Fun!23
459,Linda,Alexander,6/23/1993,Employee,12.85,7,false,lindaalexander,Fun!23
460,Jason,Skinner,5/16/1903,Employee,2.71,7,true,jasonskinner,Fun!23
461,Anthony,Dalton,3/20/1965,Employee,32.76,9,false,anthonydalton,Fun!23
462,Kevin,Larson,2/4/1963,Employee,16.04,4,false,kevinlarson,Fun!23
463,Alexandra,Fox,6/28/1970,Employee,20.52,7,true,alexandrafox,Fun!23
464,Gary,Miller,11/16/1986,Employee,0.58,7,false,garymiller,Fun!23
465,Crystal,Rice,1/30/1974,Employee,59.52,14,false,crystalrice,Fun!23
466,George,Wood,4/2/1934,Employee,56.50,17,false,georgewood,Fun!23
467,Christopher,Raymond,9/13/2000,Employee,25.72,5,false,christopherraymond,Fun!23
468,Wendy,Stanton,5/16/1980,Employee,13.75,14,false,wendystanton,Fun!23
469,Theresa,Hardy,5/14/1992,Employee,0.65,7,false,theresahardy,Fun!23
470,Barbara,Jones,3/22/1980,Employee,4.96,11,false,barbarajones,Fun!23
471,Alyssa,Reese,6/9/1924,Employee,10.04,14,false,alyssareese,Fun!23
472,Eric,Ramos,10/24/1980,Employee,38.09,7,false,ericramos,Fun!23
473,Brian,Lopez,8/31/1961,Employee,4.79,9,false,brianlopez,Fun!23
474,Angela,Mcintyre,5/22/1990,Employee,16.59,13,true,angelamcintyre,Fun!23
475,Doris,Mercado,7/23/1949,Employee,26.37,7,true,dorismercado,Fun!23
476,Terri,Strickland,11/19/1943,Employee,55.35,13,true,terristrickland,Fun!23
477,Amy,Rodriguez,3/13/1960,Employee,34.12,4,false,amyrodriguez,Fun!23
478,Thomas,Bonilla,5/30/1904,Employee,21.30,9,true,thomasbonilla,Fun!23
479,Wesley,Lambert,1/5/1941,Employee,58.11,17,true,wesleylambert,Fun!23
480,Kelly,Bell,7/14/1973,Employee,11.04,10,true,kellybell,Fun!23
481,Michelle,Wood,11/16/1902,Employee,12.90,7,true,michellewood,Fun!23
482,Derek,Irwin,11/11/1962,Employee,41.60,10,false,derekirwin,Fun!23
483,Brandi,Gordon,8/29/1904,Employee,45.80,5,false,brandigordon,Fun!23
484,Julian,Gutierrez,2/23/1961,Employee,43.30,11,false,juliangutierrez,Fun!23
485,Samantha,Cooper,8/24/1926,Employee,27.56,10,false,samanthacooper,Fun!23
486,Kevin,Gould,12/31/1946,Employee,6.15,9,true,kevingould,Fun!23
487,Michael,Fox,10/18/1929,Employee,13.18,12,false,michaelfox,Fun!23
488,Steven,Owens,9/9/1987,Employee,41.34,8,false,stevenowens,Fun!23
489,Amber,Sellers,7/24/1900,Employee,0.54,11,false,ambersellers,Fun!23
490,Jose,Evans,10/18/1996,Employee,45.03,11,true,joseevans,Fun!23
491,Jessica,Anderson,11/15/1967,Employee,17.33,19,true,jessicaanderson,Fun!23
492,Joe,Cochran,9/7/1990,Employee,2.50,11,false,joecochran,Fun!23
493,Michael,Robinson,12/2/1985,Employee,3.68,7,true,michaelrobinson,Fun!23
494,Matthew,Porter,9/25/1960,Employee,20.69,8,false,matthewporter,Fun!23
495,Angel,Barber,6/7/1941,Employee,9.88,5,true,angelbarber,Fun!23
496,Darlene,Shaw,2/13/1943,Employee,16.77,10,true,darleneshaw,Fun!23
497,Gabriel,Hansen,5/27/1957,Employee,0.59,13,true,gabrielhansen,Fun!23
498,Brittany,Nielsen,6/4/1933,Employee,53.68,11,false,brittanynielsen,Fun!23
499,Jessica,Frye,2/20/1917,Employee,2.23,9,false,jessicafrye,Fun!23
500,Bruce,Clark,4/8/1972,Employee,32.73,17,true,bruceclark,Fun!23
501,Justin,Davis,10/17/1964,Employee,5.80,13,true,justindavis,Fun!23
502,Louis,Boone,11/30/1929,Employee,35.50,8,true,louisboone,Fun!23
503,Amy,Mcpherson,9/10/1995,Employee,14.88,13,false,amymcpherson,Fun!23
504,Debra,Blackwell,4/11/1971,Employee,33.91,10,false,debrablackwell,Fun!23
505,Angela,Lang,8/21/1929,Employee,26.89,8,true,angelalang,Fun!23
506,Danielle,Dorsey,10/15/1980,Employee,41.77,6,false,danielledorsey,Fun!23
507,Hannah,Maldonado,9/9/1947,Employee,5.64,7,true,hannahmaldonado,Fun!23
508,Michaela,Miranda,11/6/1956,Employee,9.94,6,true,michaelamiranda,Fun!23
509,Tami,Weaver,1/31/1974,Employee,17.65,10,true,tamiweaver,Fun!23
510,Edward,Jackson,4/30/1935,Employee,20.47,5,false,edwardjackson,Fun!23
511,Steven,Hernandez,5/12/1978,Employee,7.75,14,true,stevenhernandez,Fun!23
512,Mary,Chapman,1/2/1988,Employee,37.54,8,true,marychapman,Fun!23
513,Colleen,Torres,1/14/1986,Employee,28.24,5,true,colleentorres,Fun!23
514,Jennifer,Mills,4/6/1993,Employee,23.87,6,true,jennifermills,Fun!23
515,Wendy,Campos,3/26/1927,Employee,9.99,3,false,wendycampos,Fun!23
516,Bobby,Bennett,6/16/1936,Employee,9.33,12,true,bobbybennett,Fun!23
517,Michael,Adams,3/20/1912,Employee,4.69,11,true,michaeladams,Fun!23
518,Jamie,Conner,12/27/1955,Employee,12.01,8,true,jamieconner,Fun!23
519,Christopher,Sanford,3/31/1977,Employee,53.37,5,true,christophersanford,Fun!23
520,Margaret,Smith,11/18/1953,Employee,35.59,9,false,margaretsmith,Fun!23
521,Michael,Morton,10/29/1984,Employee,37.72,7,true,michaelmorton,Fun!23
522,Noah,Horne,7/25/1924,Employee,25.45,9,true,noahhorne,Fun!23
523,Kim,Contreras,1/7/1989,Employee,21.13,5,false,kimcontreras,Fun!23
524,Tiffany,Davis,3/18/1960,Employee,16.75,12,false,tiffanydavis,Fun!23
525,Victoria,Moses,2/29/1996,Employee,8.02,10,true,victoriamoses,Fun!23
526,Robin,Watson,8/10/1970,Employee,43.72,13,false,robinwatson,Fun!23
527,Christopher,Melendez,1/11/1940,Employee,20.50,8,true,christophermelendez,Fun!23
528,Nancy,Robles,7/30/1994,Employee,33.07,13,true,nancyrobles,Fun!23
529,Kaylee,Hale,6/29/1987,Employee,16.86,9,false,kayleehale,Fun!23
530,Ryan,Brown,9/15/1982,Employee,18.47,14,true,ryanbrown,Fun!23
531,Grace,Kelley,4/1/1971,Employee,11.37,8,true,gracekelley,Fun!23
532,Alexander,Carter,2/9/1933,Employee,47.00,8,false,alexandercarter,Fun!23
533,Dennis,Reynolds,1/31/1940,Employee,14.32,10,false,dennisreynolds,Fun!23
534,Jenna,Chase,1/10/1950,Employee,1.38,10,true,jennachase,Fun!23
535,Michelle,Pruitt,8/13/1904,Employee,16.55,3,false,michellepruitt,Fun!23
536,Sherri,Velasquez,5/19/1902,Employee,15.52,9,false,sherrivelasquez,Fun!23
537,Darlene,Russell,2/15/1995,Employee,35.48,13,true,darlenerussell,Fun!23
538,Jessica,Olsen,2/19/1955,Employee,47.76,13,true,jessicaolsen,Fun!23
539,Lisa,Robinson,10/1/1905,Employee,5.98,12,true,lisarobinson,Fun!23
540,Michael,Martinez,8/21/1941,Employee,3.34,11,true,michaelmartinez,Fun!23
541,Richard,Edwards,12/28/1995,Employee,24.11,6,true,richardedwards,Fun!23
542,Amy,Chase,10/10/1954,Employee,8.43,5,true,amychase,Fun!23
543,Amanda,Vang,11/25/1951,Employee,0.78,15,false,amandavang,Fun!23
544,Angela,Walker,10/23/1947,Employee,7.77,8,true,angelawalker,Fun!23
545,Kylie,Summers,7/7/1926,Employee,5.92,6,true,kyliesummers,Fun!23
546,Brandy,Valenzuela,8/6/1906,Employee,7.78,14,true,brandyvalenzuela,Fun!23
547,Courtney,Tran,8/10/1944,Employee,0.04,4,false,courtneytran,Fun!23
548,Ryan,Bowman,12/15/1993,Employee,2.70,4,true,ryanbowman,Fun!23
549,Kathleen,Hines,2/23/1958,Employee,11.66,12,true,kathleenhines,Fun!23
550,Ryan,Sullivan,4/14/1946,Employee,44.70,11,false,ryansullivan,Fun!23
551,Kimberly,Johnson,2/15/1947,Employee,30.02,11,true,kimberlyjohnson,Fun!23
552,Kelly,Harris,5/25/1970,Employee,10.85,9,false,kellyharris,Fun!23
553,William,Evans,9/4/1964,Employee,5.73,12,true,williamevans,Fun!23
554,Dakota,Harper,11/24/1943,Employee,3.09,8,true,dakotaharper,Fun!23
555,Martha,Perry,11/8/1934,Employee,35.40,4,true,marthaperry,Fun!23
556,Brittany,Weaver,10/27/1949,Employee,13.89,6,false,brittanyweaver,Fun!23
557,Rodney,Berg,10/26/1953,Employee,0.32,8,false,rodneyberg,Fun!23
558,Heidi,Page,6/24/1905,Employee,0.84,10,true,heidipage,Fun!23
559,Bobby,Gonzales,12/30/1901,Employee,35.61,10,true,bobbygonzales,Fun!23
560,Jake,Mitchell,10/16/1911,Employee,5.10,11,false,jakemitchell,Fun!23
561,Gerald,Beltran,1/27/1958,Employee,52.00,8,false,geraldbeltran,Fun!23
562,Joel,Welch,8/4/1977,Employee,44.32,6,false,joelwelch,Fun!23
563,Diana,Matthews,4/12/1996,Employee,41.79,6,true,dianamatthews,Fun!23
564,Christopher,Johnson,8/16/1931,Employee,17.83,9,false,christopherjohnson,Fun!23
565,Ricky,Gardner,7/7/1980,Employee,7.23,12,false,rickygardner,Fun!23
566,Corey,Wilson,2/17/1918,Employee,24.57,16,false,coreywilson,Fun!23
567,Barbara,Lane,8/28/1978,Employee,1.49,10,false,barbaralane,Fun!23
568,Dylan,Lopez,5/12/1946,Employee,20.40,14,true,dylanlopez,Fun!23
569,Martin,Edwards,3/17/1984,Employee,38.62,9,true,martinedwards,Fun!23
570,Misty,Jimenez,2/12/1944,Employee,1.56,14,false,mistyjimenez,Fun!23
571,Chris,Jones,6/20/1986,Employee,45.47,10,true,chrisjones,Fun!23
572,Robert,Leblanc,5/24/1964,Employee,13.12,9,false,robertleblanc,Fun!23
573,Brandon,Dillon,8/25/1977,Employee,42.92,7,false,brandondillon,Fun!23
574,Chad,Clark,9/27/1906,Employee,47.05,7,true,chadclark,Fun!23
575,Danielle,Gardner,5/20/1934,Employee,31.02,13,false,daniellegardner,Fun!23
576,Bradley,Bell,9/30/1992,Employee,30.50,5,true,bradleybell,Fun!23
577,Christopher,Craig,10/4/1960,Employee,1.35,7,false,christophercraig,Fun!23
578,Jamie,Hernandez,9/6/1903,Employee,19.73,6,true,jamiehernandez,Fun!23
579,David,Costa,5/29/1989,Employee,17.52,14,true,davidcosta,Fun!23
580,Theresa,Clark,11/11/1987,Employee,32.78,6,true,theresaclark,Fun!23
581,Cassandra,Cook,7/4/1902,Employee,45.82,9,false,cassandracook,Fun!23
582,Dana,Jones,1/16/1929,Employee,9.85,20,true,danajones,Fun!23
583,Phillip,Brown,7/27/1908,Employee,25.57,7,true,phillipbrown,Fun!23
584,Andrew,Torres,12/23/1965,Employee,32.12,10,false,andrewtorres,Fun!23
585,Sheri,Adams,1/2/1940,Employee,5.05,8,true,sheriadams,Fun!23
586,Heather,Little,7/18/1985,Employee,43.86,22,false,heatherlittle,Fun!23
587,James,Morgan,2/22/1948,Employee,9.40,8,true,jamesmorgan,Fun!23
588,Cynthia,Powell,6/2/1932,Employee,40.14,16,true,cynthiapowell,Fun!23
589,Joseph,Macdonald,9/23/1906,Employee,0.01,16,true,josephmacdonald,Fun!23
590,Jeff,Ray,5/1/1905,Employee,1.69,4,true,jeffray,Fun!23
591,Michelle,Ramirez,4/23/1926,Employee,0.89,9,false,michelleramirez,Fun!23
592,Christina,Jones,7/10/1935,Employee,4.86,6,false,christinajones,Fun!23
593,Alyssa,Smith,6/17/1988,Employee,27.00,11,true,alyssasmith,Fun!23
594,Anthony,Brooks,6/27/1916,Employee,6.45,13,false,anthonybrooks,Fun!23
595,Anthony,Barber,8/8/1942,Employee,21.86,6,false,anthonybarber,Fun!23
596,James,Brennan,5/17/1952,Employee,48.37,11,false,jamesbrennan,Fun!23
597,Heather,Robbins,5/30/1910,Employee,32.84,10,true,heatherrobbins,Fun!23
598,Sarah,Anderson,10/10/1949,Employee,32.15,10,true,sarahanderson,Fun!23
599,Darin,Baker,10/1/1906,Employee,42.06,8,false,darinbaker,Fun!23
600,Jennifer,Smith,5/12/1966,Employee,17.56,9,false,jennifersmith,Fun!23
601,David,Harvey,9/6/1908,Employee,2.10,7,false,davidharvey,Fun!23
602,Shannon,White,10/21/1931,Employee,6.07,23,true,shannonwhite,Fun!23
603,Brian,Gates,10/13/1996,Employee,52.95,5,true,briangates,Fun!23
604,Victor,Ross,2/14/1906,Employee,39.99,9,false,victorross,Fun!23
605,Antonio,Edwards,2/5/1993,Employee,32.42,4,false,antonioedwards,Fun!23
606,Lawrence,Price,9/20/1979,Employee,1.41,10,true,lawrenceprice,Fun!23
607,Sarah,Cline,2/13/2000,Employee,26.39,7,false,sarahcline,Fun!23
608,Linda,Robles,10/12/1978,Employee,18.58,11,true,lindarobles,Fun!23
609,Amber,Nguyen,12/28/1964,Employee,32.64,8,true,ambernguyen,Fun!23
610,Rick,Parrish,4/9/1902,Employee,13.75,11,true,rickparrish,Fun!23
611,Edward,Molina,3/12/1908,Employee,57.14,14,false,edwardmolina,Fun!23
612,Darren,Gibbs,4/23/1928,Employee,2.86,11,false,darrengibbs,Fun!23
613,Andrew,Mcclure,1/16/1974,Employee,23.29,10,false,andrewmcclure,Fun!23
614,Michael,King,7/17/1918,Employee,15.58,6,true,michaelking,Fun!23
615,Vanessa,Watson,4/25/1929,Employee,4.31,10,true,vanessawatson,Fun!23
616,Jerry,Smith,8/13/1987,Employee,30.40,11,true,jerrysmith,Fun!23
617,Andrew,Marshall,11/14/1922,Employee,22.76,4,true,andrewmarshall,Fun!23
618,Janet,Hughes,2/12/1912,Employee,4.43,18,true,janethughes,Fun!23
619,Tyler,Baxter,3/27/1927,Employee,8.07,13,false,tylerbaxter,Fun!23
620,Amber,Long,3/6/1964,Employee,23.17,10,false,amberlong,Fun!23
621,Jared,Perry,12/2/1917,Employee,43.59,16,true,jaredperry,Fun!23
622,Natalie,Richardson,2/26/1989,Employee,7.48,11,true,natalierichardson,Fun!23
623,Erika,Lopez,3/8/1992,Employee,18.45,13,false,erikalopez,Fun!23
624,Michelle,Walsh,11/28/1977,Employee,8.66,13,true,michellewalsh,Fun!23
625,Anthony,Carson,9/1/1908,Employee,24.32,20,true,anthonycarson,Fun!23
626,Heather,Cunningham,2/25/1989,Employee,15.07,13,false,heathercunningham,Fun!23
627,Ronald,Bond,5/26/1980,Employee,35.70,6,true,ronaldbond,Fun!23
628,Sherri,Armstrong,1/9/1999,Employee,12.86,5,true,sherriarmstrong,Fun!23
629,Jacob,Contreras,7/10/1976,Employee,20.88,6,false,jacobcontreras,Fun!23
630,Colleen,Sanchez,2/13/1981,Employee,1.68,16,false,colleensanchez,Fun!23
631,Derek,Lopez,3/2/1932,Employee,3.56,7,false,dereklopez,Fun!23
632,Kayla,Smith,4/16/1969,Employee,10.47,7,false,kaylasmith,Fun!23
633,Christopher,Osborne,9/20/1934,Employee,58.17,7,true,christopherosborne,Fun!23
634,Mercedes,Nichols,10/6/1955,Employee,23.98,14,true,mercedesnichols,Fun!23
635,Beth,Sharp,7/11/1996,Employee,14.04,9,false,bethsharp,Fun!23
636,Scott,Bailey,8/26/1974,Employee,8.24,6,true,scottbailey,Fun!23
637,Crystal,Young,11/8/1993,Employee,18.54,8,true,crystalyoung,Fun!23
638,Allen,Arnold,4/1/1924,Employee,37.14,8,true,allenarnold,Fun!23
639,Donald,Tran,1/4/1944,Employee,15.43,7,false,donaldtran,Fun!23
640,Christopher,Fields,7/21/1967,Employee,35.79,8,false,christopherfields,Fun!23
641,Luis,Johnson,7/15/1909,Employee,10.51,8,false,luisjohnson,Fun!23
642,Krista,Lambert,12/15/1912,Employee,34.73,6,true,kristalambert,Fun!23
643,Nicholas,Copeland,8/9/1942,Employee,4.56,10,true,nicholascopeland,Fun!23
644,Mark,Rogers,1/26/1963,Employee,21.04,9,true,markrogers,Fun!23
645,Jessica,Ramirez,4/24/1903,Employee,44.16,6,true,jessicaramirez,Fun!23
