ID,First Name,Last Name,DOB,Role,Money Available,Flights Purchased,MinerAirlines Membership,Username,Password
315,Lisa,Gaines,2/7/1903,Employee,11412.65,0,true,lisagaines,Fun!23
316,Jonathan,Christian,4/5/1909,Employee,11998.67,0,true,jonathanchristian,Fun!23
317,Brenda,Douglas,4/2/1920,Employee,4559.07,0,true,brendadouglas,Fun!23
318,Rachel,Phillips,4/13/1933,Employee,7714.27,0,true,rachelphillips,Fun!23
319,Jade,Crawford,12/5/1975,Employee,11511.81,0,false,jadecrawford,Fun!23
320,Brian,Jacobson,4/28/1951,Employee,7626.13,0,true,brianjacobson,Fun!23
321,Francisco,Moore,10/24/1907,Employee,6446.77,0,true,franciscomoore,Fun!23
322,Kathleen,Small,9/17/1978,Employee,6959.13,0,true,kathleensmall,Fun!23
323,Lindsay,Webster,6/3/1976,Employee,6048.15,0,false,lindsaywebster,Fun!23
324,Michelle,Ortiz,9/7/1957,Employee,11541.57,0,true,michelleortiz,Fun!23
325,Cheryl,Wilson,5/17/1902,Employee,12055.61,0,false,cherylwilson,Fun!23
326,Melissa,Rivera,12/11/1998,Employee,17786.63,0,true,melissarivera,Fun!23
327,Bryan,Hardy,3/14/1938,Employee,12511.51,0,false,bryanhardy,Fun!23
328,Jason,Wolfe,3/21/1918,Employee,17083.12,0,true,jasonwolfe,Fun!23
329,Stacey,Paul,8/27/1944,Employee,12908.35,0,false,staceypaul,Fun!23
330,Crystal,Johnson,2/27/1996,Employee,3800.1,0,false,crystaljohnson,Fun!23
331,Jordan,Wilson,3/5/1933,Employee,7931.51,0,true,jordanwilson,Fun!23
332,Amanda,Shepherd,5/23/1907,Employee,9961.3,0,true,amandashepherd,Fun!23
333,Alexander,Cameron,5/30/1913,Employee,12883.54,0,true,alexandercameron,Fun!23
334,Kevin,Scott,6/12/1917,Employee,7882.61,0,false,kevinscott,Fun!23
335,Kyle,Taylor,9/1/1944,Employee,13036.33,0,false,kyletaylor,Fun!23
336,Kimberly,Garcia,5/28/1953,Employee,6030.46,0,true,kimberlygarcia,Fun!23
337,Chelsea,Porter,9/6/1943,Employee,10365.41,0,false,chelseaporter,Fun!23
338,Emma,Armstrong,6/19/1914,Employee,16945.97,0,false,emmaarmstrong,Fun!23
339,Courtney,Johnson,12/19/1948,Employee,7166.51,0,false,courtneyjohnson,Fun!23
340,Ronald,Kent,6/8/1913,Employee,15853.13,0,true,ronaldkent,Fun!23
341,Ricky,Thompson,10/14/1952,Employee,16465.75,0,false,rickythompson,Fun!23
342,Denise,Williams,3/17/1919,Employee,19237.31,0,false,denisewilliams,Fun!23
343,Jeffrey,Sloan,3/8/1910,Employee,14134.83,0,true,jeffreysloan,Fun!23
344,Brian,Hayes,8/1/1976,Employee,8442.08,0,false,brianhayes,Fun!23
345,Patricia,Glenn,5/23/1915,Employee,13714.79,0,false,patriciaglenn,Fun!23
346,Caroline,Torres,6/27/1970,Employee,16945.21,0,true,carolinetorres,Fun!23
347,Benjamin,Johnson,11/26/1933,Employee,10704.56,0,true,benjaminjohnson,Fun!23
348,Christina,Wheeler,9/4/1955,Employee,18751.81,0,false,christinawheeler,Fun!23
349,Valerie,Moore,5/2/1963,Employee,13214.07,0,true,valeriemoore,Fun!23
350,Deborah,Hunt,6/5/1911,Employee,5179.71,0,false,deborahhunt,Fun!23
351,Sarah,Mosley,9/5/1966,Employee,3538.8,0,true,sarahmosley,Fun!23
352,Donald,Haynes,10/30/1965,Employee,9710.99,0,true,donaldhaynes,Fun!23
353,Lisa,Brown,5/7/1913,Employee,17283.01,0,true,lisabrown,Fun!23
354,Kenneth,Smith,10/27/1978,Employee,3095.89,0,false,kennethsmith,Fun!23
355,Heidi,Barker,6/15/1905,Employee,13987.31,0,false,heidibarker,Fun!23
356,William,Wolf,1/12/2000,Employee,6269.47,0,false,williamwolf,Fun!23
357,Elizabeth,Cordova,6/9/1913,Employee,16708.28,0,true,elizabethcordova,Fun!23
358,Christopher,Jones,1/4/1970,Employee,7147.52,0,true,christopherjones,Fun!23
359,Robert,Wilson,5/25/1951,Employee,19647.25,0,false,robertwilson,Fun!23
360,Amber,Brown,9/17/1984,Employee,7094.87,0,false,amberbrown,Fun!23
361,Antonio,Brooks,5/15/1917,Employee,18059.77,0,true,antoniobrooks,Fun!23
362,Dakota,Bender,11/29/1921,Employee,5976.44,0,false,dakotabender,Fun!23
363,Kevin,Swanson,5/31/1924,Employee,12240.66,0,false,kevinswanson,Fun!23
364,Christopher,Dominguez,2/23/1994,Employee,6253.43,0,false,christopherdominguez,Fun!23
365,Peggy,Murphy,3/22/1963,Employee,12543.53,0,true,peggymurphy,Fun!23
366,Edward,Johnson,9/19/1978,Employee,11895.17,0,false,edwardjohnson,Fun!23
367,Misty,Horton,7/29/1974,Employee,13307.96,0,true,mistyhorton,Fun!23
368,Christopher,Foster,8/21/1990,Employee,3476.01,0,false,christopherfoster,Fun!23
369,Carrie,Bennett,7/14/1949,Employee,14803.93,0,false,carriebennett,Fun!23
370,Natasha,Wheeler,6/13/1949,Employee,7196.84,0,false,natashawheeler,Fun!23
371,Angel,Joseph,9/13/1948,Employee,11575.05,0,false,angeljoseph,Fun!23
372,Daniel,Foster,1/21/1931,Employee,4749.17,0,true,danielfoster,Fun!23
373,Rhonda,Kane,5/30/1939,Employee,11841,0,false,rhondakane,Fun!23
374,Jeffrey,Gonzalez,6/6/1943,Employee,17438.6,0,false,jeffreygonzalez,Fun!23
375,Jeremiah,Williamson,8/27/1908,Employee,11180.68,0,true,jeremiahwilliamson,Fun!23
376,Dean,Smith,12/19/1925,Employee,11807.01,0,false,deansmith,Fun!23
377,Lisa,Stafford,8/23/1974,Employee,14984.3,0,true,lisastafford,Fun!23
378,Travis,Ruiz,6/17/1910,Employee,3107.93,0,false,travisruiz,Fun!23
379,Mary,Stevens,3/18/1964,Employee,12895.57,0,true,marystevens,Fun!23
380,Shane,Arnold,3/1/1997,Employee,18388.4,0,true,shanearnold,Fun!23
381,Teresa,Jacobs,2/26/1918,Employee,7600.08,0,false,teresajacobs,Fun!23
382,Joshua,Meadows,8/5/1956,Employee,7496.37,0,false,joshuameadows,Fun!23
383,Thomas,Elliott,7/27/1980,Employee,18978.71,0,true,thomaselliott,Fun!23
384,Elizabeth,Alvarez,3/1/1991,Employee,17406.2,0,false,elizabethalvarez,Fun!23
385,Alicia,Jenkins,1/12/1992,Employee,7492.21,0,true,aliciajenkins,Fun!23
386,Jacob,Williams,10/17/1970,Employee,13620.54,0,false,jacobwilliams,Fun!23
387,Michele,Cummings,12/29/1956,Employee,13315.69,0,false,michelecummings,Fun!23
388,Craig,Oconnell,4/10/1911,Employee,12624.81,0,true,craigoconnell,Fun!23
389,Joseph,Brooks,10/19/1955,Employee,6155.97,0,true,josephbrooks,Fun!23
390,Anthony,Hardin,2/4/1971,Employee,15778.66,0,false,anthonyhardin,Fun!23
391,Norman,Freeman,11/17/1976,Employee,17084.16,0,false,normanfreeman,Fun!23
392,Devin,Diaz,12/18/1998,Employee,6193.63,0,false,devindiaz,Fun!23
393,Donna,Travis,7/16/1960,Employee,3631.88,0,false,donnatravis,Fun!23
394,Tanya,Kent,3/29/1930,Employee,16639.84,0,true,tanyakent,Fun!23
395,Keith,Ellis,2/6/1927,Employee,13224.89,0,true,keithellis,Fun!23
396,Anthony,Sims,11/30/1983,Employee,18237.66,0,true,anthonysims,Fun!23
397,Krystal,Thompson,4/30/1949,Employee,12538.06,0,true,krystalthompson,Fun!23
398,Benjamin,Ramirez,1/31/1959,Employee,13061.2,0,true,benjaminramirez,Fun!23
399,Scott,Rose,1/23/1938,Employee,9549.75,0,true,scottrose,Fun!23
400,Jessica,Fernandez,11/8/1951,Employee,5512.96,0,true,jessicafernandez,Fun!23
401,Michael,Castillo,5/26/1929,Employee,7751.13,0,false,michaelcastillo,Fun!23
402,Ruben,Edwards,7/23/1932,Employee,13733.89,0,true,rubenedwards,Fun!23
403,Ashley,Wilcox,8/26/1939,Employee,19038.68,0,true,ashleywilcox,Fun!23
404,Allison,Cross,1/1/1943,Employee,9349.46,0,false,allisoncross,Fun!23
405,Anita,Stein,3/15/1962,Employee,13296.69,0,false,anitastein,Fun!23
406,Sean,Hull,10/14/1901,Employee,9041.12,0,true,seanhull,Fun!23
407,Ricardo,Rodriguez,2/25/1922,Employee,15579.3,0,true,ricardorodriguez,Fun!23
408,David,Soto,9/9/1977,Employee,15251.54,0,true,davidsoto,Fun!23
409,Kayla,Mahoney,12/11/1907,Employee,10521.84,0,false,kaylamahoney,Fun!23
410,Ray,Huynh,7/4/1950,Employee,5113.28,0,true,rayhuynh,Fun!23
411,Terri,Mendez,4/1/1969,Employee,9785.7,0,false,terrimendez,Fun!23
412,Rachel,Roberson,7/31/1952,Employee,10778.84,0,true,rachelroberson,Fun!23
413,Zachary,Tran,9/2/1911,Employee,3327.04,0,true,zacharytran,Fun!23
414,John,White,3/3/1911,Employee,13522.57,0,true,johnwhite,Fun!23
415,Philip,Collins,8/14/1945,Employee,12170.1,0,true,philipcollins,Fun!23
416,Hunter,Moore,9/15/1925,Employee,3389.53,0,false,huntermoore,Fun!23
417,Nicole,Johnson,7/20/1972,Employee,7271.39,0,true,nicolejohnson,Fun!23
418,Adam,Bass,9/9/1927,Employee,6781.11,0,true,adambass,Fun!23
419,Lisa,Spencer,10/29/1941,Employee,11048.44,0,false,lisaspencer,Fun!23
420,Justin,Martinez,2/15/1986,Employee,18221.15,0,false,justinmartinez,Fun!23
421,Anthony,Hunter,5/4/1979,Employee,8035.67,0,false,anthonyhunter,Fun!23
422,Doris,Moore,1/3/1992,Employee,8564.91,0,true,dorismoore,Fun!23
423,Elizabeth,Cruz,8/10/1934,Employee,19071.99,0,false,elizabethcruz,Fun!23
424,Randy,Keller,7/30/1932,Employee,3448.41,0,true,randykeller,Fun!23
425,Brandon,Neal,6/18/1938,Employee,5360.5,0,false,brandonneal,Fun!23
426,Mark,Lamb,5/15/1907,Employee,9449.49,0,false,marklamb,Fun!23
427,Tiffany,May,3/30/1928,Employee,11416.68,0,false,tiffanymay,Fun!23
428,Krista,Blake,11/25/1939,Employee,6560.39,0,false,kristablake,Fun!23
429,John,Morris,1/21/1955,Employee,3308.62,0,false,johnmorris,Fun!23
430,Jill,Solis,5/3/1911,Employee,14975.79,0,true,jillsolis,Fun!23
431,Emma,Padilla,3/5/1937,Employee,3425.6,0,true,emmapadilla,Fun!23
432,Becky,Gray,10/13/1955,Employee,7229.5,0,false,beckygray,Fun!23
433,Rita,Owens,6/25/1953,Employee,13180.03,0,true,ritaowens,Fun!23
434,Kristina,Patrick,11/25/1980,Employee,13162.74,0,true,kristinapatrick,Fun!23
435,Raymond,Woodward,9/6/1900,Employee,10097.2,0,false,raymondwoodward,Fun!23
436,Rebecca,Brown,3/6/1988,Employee,7520.98,0,false,rebeccabrown,Fun!23
437,Samantha,Thomas,9/26/1971,Employee,12108.36,0,true,samanthathomas,Fun!23
438,Patrick,Larsen,4/4/1997,Employee,18071.93,0,true,patricklarsen,Fun!23
439,Emily,Brady,12/26/1942,Employee,10589.2,0,true,emilybrady,Fun!23
440,April,Turner,9/13/1929,Employee,17589.3,0,true,aprilturner,Fun!23
441,Steven,Cabrera,1/25/1987,Employee,15748.24,0,false,stevencabrera,Fun!23
442,Michael,Murray,5/30/1996,Employee,6271.19,0,true,michaelmurray,Fun!23
443,Gregory,Carr,5/24/1976,Employee,16110.31,0,true,gregorycarr,Fun!23
444,David,Davila,5/7/1996,Employee,6534.26,0,true,daviddavila,Fun!23
445,Brandon,Smith,1/17/1907,Employee,6264.9,0,false,brandonsmith,Fun!23
446,Ryan,Wilkins,7/6/1971,Employee,12904.07,0,true,ryanwilkins,Fun!23
447,Jon,Lopez,3/11/1966,Employee,18296.81,0,true,jonlopez,Fun!23
448,Jennifer,Copeland,9/27/1937,Employee,13339.19,0,true,jennifercopeland,Fun!23
449,Alexis,Shea,8/22/1957,Employee,7480.57,0,true,alexisshea,Fun!23
450,Gerald,Baker,3/11/1946,Employee,12283.72,0,false,geraldbaker,Fun!23
451,Tara,Rodriguez,6/10/1938,Employee,19128.74,0,true,tararodriguez,Fun!23
452,Jerry,Hampton,12/24/1903,Employee,6244.22,0,false,jerryhampton,Fun!23
453,Ray,Booth,5/9/1951,Employee,7406.72,0,false,raybooth,Fun!23
454,Michelle,Sexton,7/11/1907,Employee,7014.1,0,true,michellesexton,Fun!23
455,Kayla,Morgan,4/2/1996,Employee,6660.12,0,false,kaylamorgan,Fun!23
456,Deborah,Scott,1/19/1998,Employee,6470.68,0,true,deborahscott,Fun!23
457,Trevor,Young,8/23/1968,Employee,6445.23,0,false,trevoryoung,Fun!23
458,Philip,Chaney,2/22/1938,Employee,6528.69,0,true,philipchaney,Fun!23
459,Linda,Alexander,8/24/1950,Employee,4718.04,0,true,lindaalexander,Fun!23
460,Jason,Skinner,11/30/1975,Employee,7611.28,0,false,jasonskinner,Fun!23
461,Anthony,Dalton,4/8/1911,Employee,19935.23,0,false,anthonydalton,Fun!23
462,Kevin,Larson,1/9/1904,Employee,5407.97,0,true,kevinlarson,Fun!23
463,Alexandra,Fox,2/14/1922,Employee,7965.2,0,false,alexandrafox,Fun!23
464,Gary,Miller,8/14/1913,Employee,18597.88,0,true,garymiller,Fun!23
465,Crystal,Rice,9/28/1901,Employee,15145.08,0,false,crystalrice,Fun!23
466,George,Wood,4/9/1983,Employee,18771.3,0,false,georgewood,Fun!23
467,Christopher,Raymond,10/25/1962,Employee,11076.53,0,true,christopherraymond,Fun!23
468,Wendy,Stanton,11/26/1907,Employee,18311.14,0,true,wendystanton,Fun!23
469,Theresa,Hardy,12/27/1914,Employee,6865,0,true,theresahardy,Fun!23
470,Barbara,Jones,5/8/1902,Employee,16306.38,0,false,barbarajones,Fun!23
471,Alyssa,Reese,3/14/1920,Employee,19344.63,0,false,alyssareese,Fun!23
472,Eric,Ramos,2/25/1975,Employee,8988.85,0,true,ericramos,Fun!23
473,Brian,Lopez,8/18/1929,Employee,10661.19,0,false,brianlopez,Fun!23
474,Angela,Mcintyre,10/20/1991,Employee,16665.22,0,false,angelamcintyre,Fun!23
475,Doris,Mercado,11/13/1969,Employee,18127.56,0,false,dorismercado,Fun!23
476,Terri,Strickland,4/9/1926,Employee,18030.37,0,false,terristrickland,Fun!23
477,Amy,Rodriguez,9/9/1978,Employee,6731.82,0,false,amyrodriguez,Fun!23
478,Thomas,Bonilla,12/17/1947,Employee,3248.83,0,false,thomasbonilla,Fun!23
479,Wesley,Lambert,10/25/1958,Employee,8450.35,0,false,wesleylambert,Fun!23
480,Kelly,Bell,11/25/1969,Employee,7606.56,0,false,kellybell,Fun!23
481,Michelle,Wood,12/9/1930,Employee,4134.68,0,false,michellewood,Fun!23
482,Derek,Irwin,3/26/1942,Employee,11897.9,0,false,derekirwin,Fun!23
483,Brandi,Gordon,7/8/1916,Employee,5673.99,0,false,brandigordon,Fun!23
484,Julian,Gutierrez,8/26/1954,Employee,6745.71,0,true,juliangutierrez,Fun!23
485,Samantha,Cooper,8/29/1938,Employee,10035.06,0,true,samanthacooper,Fun!23
486,Kevin,Gould,7/1/1922,Employee,19195.19,0,true,kevingould,Fun!23
487,Michael,Fox,10/21/1948,Employee,6304.51,0,true,michaelfox,Fun!23
488,Steven,Owens,6/22/1957,Employee,9525.77,0,false,stevenowens,Fun!23
489,Amber,Sellers,1/9/1946,Employee,6865.54,0,true,ambersellers,Fun!23
490,Jose,Evans,12/2/1960,Employee,18805.89,0,false,joseevans,Fun!23
491,Jessica,Anderson,3/16/1924,Employee,18060.28,0,true,jessicaanderson,Fun!23
492,Joe,Cochran,4/30/1928,Employee,13299.88,0,true,joecochran,Fun!23
493,Michael,Robinson,3/3/1918,Employee,9496.28,0,false,michaelrobinson,Fun!23
494,Matthew,Porter,1/13/2000,Employee,6875.4,0,true,matthewporter,Fun!23
495,Angel,Barber,3/2/1987,Employee,9215.41,0,false,angelbarber,Fun!23
496,Darlene,Shaw,5/18/1918,Employee,5807.5,0,true,darleneshaw,Fun!23
497,Gabriel,Hansen,5/30/1981,Employee,14985.26,0,true,gabrielhansen,Fun!23
498,Brittany,Nielsen,5/31/1994,Employee,13504.07,0,false,brittanynielsen,Fun!23
499,Jessica,Frye,10/2/1917,Employee,7254.82,0,true,jessicafrye,Fun!23
500,Bruce,Clark,5/29/1944,Employee,15760.43,0,false,bruceclark,Fun!23
501,Justin,Davis,4/26/1933,Employee,13664.62,0,true,justindavis,Fun!23
502,Louis,Boone,1/11/1924,Employee,16476.51,0,false,louisboone,Fun!23
503,Amy,Mcpherson,7/27/1908,Employee,17769.83,0,true,amymcpherson,Fun!23
504,Debra,Blackwell,8/24/1918,Employee,11130.51,0,true,debrablackwell,Fun!23
505,Angela,Lang,12/20/1975,Employee,15024.12,0,false,angelalang,Fun!23
506,Danielle,Dorsey,2/9/1903,Employee,7824.51,0,false,danielledorsey,Fun!23
507,Hannah,Maldonado,6/4/1926,Employee,10933.75,0,false,hannahmaldonado,Fun!23
508,Michaela,Miranda,12/16/1960,Employee,18592.24,0,false,michaelamiranda,Fun!23
509,Tami,Weaver,3/13/1999,Employee,8028.85,0,false,tamiweaver,Fun!23
510,Edward,Jackson,1/11/1934,Employee,4738.17,0,false,edwardjackson,Fun!23
511,Steven,Hernandez,11/24/1904,Employee,10739.82,0,true,stevenhernandez,Fun!23
512,Mary,Chapman,4/15/1974,Employee,14574,0,false,marychapman,Fun!23
513,Colleen,Torres,6/18/1941,Employee,17670.66,0,false,colleentorres,Fun!23
514,Jennifer,Mills,3/21/1938,Employee,7336.1,0,true,jennifermills,Fun!23
515,Wendy,Campos,6/20/1986,Employee,10128.5,0,false,wendycampos,Fun!23
516,Bobby,Bennett,11/9/1912,Employee,5609.32,0,true,bobbybennett,Fun!23
517,Michael,Adams,8/4/1993,Employee,19784.08,0,false,michaeladams,Fun!23
518,Jamie,Conner,4/10/1903,Employee,12594.23,0,false,jamieconner,Fun!23
519,Christopher,Sanford,3/1/1968,Employee,7741.61,0,false,christophersanford,Fun!23
520,Margaret,Smith,12/1/1931,Employee,19463.16,0,true,margaretsmith,Fun!23
521,Michael,Morton,7/18/1932,Employee,7790.48,0,false,michaelmorton,Fun!23
522,Noah,Horne,12/7/1963,Employee,12481.45,0,false,noahhorne,Fun!23
523,Kim,Contreras,1/30/1996,Employee,5892.45,0,true,kimcontreras,Fun!23
524,Tiffany,Davis,2/27/1939,Employee,16524.06,0,true,tiffanydavis,Fun!23
525,Victoria,Moses,1/4/1958,Employee,6050.75,0,false,victoriamoses,Fun!23
526,Robin,Watson,9/18/1919,Employee,19651.75,0,false,robinwatson,Fun!23
527,Christopher,Melendez,9/20/1999,Employee,13970.57,0,true,christophermelendez,Fun!23
528,Nancy,Robles,6/17/1914,Employee,18684.65,0,true,nancyrobles,Fun!23
529,Kaylee,Hale,12/17/1937,Employee,9762.39,0,false,kayleehale,Fun!23
530,Ryan,Brown,2/22/1908,Employee,16173.7,0,false,ryanbrown,Fun!23
531,Grace,Kelley,7/24/1980,Employee,8357.88,0,true,gracekelley,Fun!23
532,Alexander,Carter,7/26/1927,Employee,17867.44,0,false,alexandercarter,Fun!23
533,Dennis,Reynolds,11/12/1978,Employee,7435.02,0,false,dennisreynolds,Fun!23
534,Jenna,Chase,8/8/1964,Employee,17744.64,0,false,jennachase,Fun!23
535,Michelle,Pruitt,3/13/1942,Employee,7684.38,0,false,michellepruitt,Fun!23
536,Sherri,Velasquez,5/22/1921,Employee,17015.37,0,false,sherrivelasquez,Fun!23
537,Darlene,Russell,1/25/1973,Employee,14811.98,0,true,darlenerussell,Fun!23
538,Jessica,Olsen,10/8/1970,Employee,18991.24,0,true,jessicaolsen,Fun!23
539,Lisa,Robinson,7/8/1979,Employee,18019,0,true,lisarobinson,Fun!23
540,Michael,Martinez,3/9/1929,Employee,5382.07,0,true,michaelmartinez,Fun!23
541,Richard,Edwards,1/15/1931,Employee,4416.25,0,false,richardedwards,Fun!23
542,Amy,Chase,10/13/1946,Employee,7269.46,0,false,amychase,Fun!23
543,Amanda,Vang,6/4/1983,Employee,19079.73,0,true,amandavang,Fun!23
544,Angela,Walker,7/7/1914,Employee,4533.97,0,true,angelawalker,Fun!23
545,Kylie,Summers,11/1/1937,Employee,18613.39,0,true,kyliesummers,Fun!23
546,Brandy,Valenzuela,8/29/1920,Employee,15573.7,0,false,brandyvalenzuela,Fun!23
547,Courtney,Tran,3/22/1960,Employee,12778.25,0,false,courtneytran,Fun!23
548,Ryan,Bowman,8/21/1925,Employee,7944.35,0,false,ryanbowman,Fun!23
549,Kathleen,Hines,7/6/1917,Employee,14099.59,0,true,kathleenhines,Fun!23
550,Ryan,Sullivan,9/2/1965,Employee,11316.29,0,false,ryansullivan,Fun!23
551,Kimberly,Johnson,6/13/1936,Employee,17049.03,0,true,kimberlyjohnson,Fun!23
552,Kelly,Harris,3/4/1953,Employee,6277.98,0,true,kellyharris,Fun!23
553,William,Evans,1/22/1907,Employee,13208.71,0,false,williamevans,Fun!23
554,Dakota,Harper,10/10/1935,Employee,11077.5,0,false,dakotaharper,Fun!23
555,Martha,Perry,12/15/1957,Employee,4252.17,0,true,marthaperry,Fun!23
556,Brittany,Weaver,8/3/1984,Employee,12457.01,0,true,brittanyweaver,Fun!23
557,Rodney,Berg,3/16/1975,Employee,6478.32,0,true,rodneyberg,Fun!23
558,Heidi,Page,12/5/1957,Employee,8794.8,0,true,heidipage,Fun!23
559,Bobby,Gonzales,2/8/1987,Employee,16269.43,0,false,bobbygonzales,Fun!23
560,Jake,Mitchell,11/28/1913,Employee,15949.46,0,true,jakemitchell,Fun!23
561,Gerald,Beltran,8/13/1985,Employee,14606.59,0,false,geraldbeltran,Fun!23
562,Joel,Welch,10/4/1988,Employee,5059.22,0,false,joelwelch,Fun!23
563,Diana,Matthews,5/27/2000,Employee,8089.2,0,true,dianamatthews,Fun!23
564,Christopher,Johnson,9/22/1923,Employee,11779.03,0,true,christopherjohnson,Fun!23
565,Ricky,Gardner,4/10/1986,Employee,8507.4,0,false,rickygardner,Fun!23
566,Corey,Wilson,5/3/1993,Employee,19746.04,0,false,coreywilson,Fun!23
567,Barbara,Lane,10/6/1948,Employee,15672.52,0,true,barbaralane,Fun!23
568,Dylan,Lopez,12/11/1996,Employee,19386.76,0,false,dylanlopez,Fun!23
569,Martin,Edwards,9/7/1935,Employee,10633.43,0,false,martinedwards,Fun!23
570,Misty,Jimenez,3/10/1922,Employee,9044.22,0,true,mistyjimenez,Fun!23
571,Chris,Jones,2/22/1945,Employee,4830.23,0,true,chrisjones,Fun!23
572,Robert,Leblanc,10/14/1976,Employee,9212.75,0,false,robertleblanc,Fun!23
573,Brandon,Dillon,4/30/1995,Employee,17321.03,0,false,brandondillon,Fun!23
574,Chad,Clark,11/3/1911,Employee,5164.73,0,false,chadclark,Fun!23
575,Danielle,Gardner,7/18/1948,Employee,8097.32,0,true,daniellegardner,Fun!23
576,Bradley,Bell,4/2/1962,Employee,8787.44,0,false,bradleybell,Fun!23
577,Christopher,Craig,3/31/1966,Employee,6806.38,0,false,christophercraig,Fun!23
578,Jamie,Hernandez,11/21/1971,Employee,3481.46,0,false,jamiehernandez,Fun!23
579,David,Costa,5/17/1977,Employee,13081.4,0,true,davidcosta,Fun!23
580,Theresa,Clark,1/23/1994,Employee,7673.99,0,false,theresaclark,Fun!23
581,Cassandra,Cook,6/22/1940,Employee,12618.3,0,false,cassandracook,Fun!23
582,Dana,Jones,6/4/1969,Employee,13526.49,0,true,danajones,Fun!23
583,Phillip,Brown,9/13/1901,Employee,3502.18,0,false,phillipbrown,Fun!23
584,Andrew,Torres,10/13/1929,Employee,15140.36,0,false,andrewtorres,Fun!23
585,Sheri,Adams,4/4/1917,Employee,11176.72,0,true,sheriadams,Fun!23
586,Heather,Little,5/22/1986,Employee,16988.94,0,false,heatherlittle,Fun!23
587,James,Morgan,3/31/1941,Employee,15849.62,0,false,jamesmorgan,Fun!23
588,Cynthia,Powell,10/9/1961,Employee,10908.28,0,false,cynthiapowell,Fun!23
589,Joseph,Macdonald,2/5/1931,Employee,16976.64,0,false,josephmacdonald,Fun!23
590,Jeff,Ray,3/13/1906,Employee,10508.11,0,true,jeffray,Fun!23
591,Michelle,Ramirez,5/25/1990,Employee,7841.82,0,true,michelleramirez,Fun!23
592,Christina,Jones,11/20/1963,Employee,4446.95,0,false,christinajones,Fun!23
593,Alyssa,Smith,7/4/1979,Employee,19884.22,0,true,alyssasmith,Fun!23
594,Anthony,Brooks,11/28/1926,Employee,14123.17,0,false,anthonybrooks,Fun!23
595,Anthony,Barber,9/15/1969,Employee,11858.46,0,true,anthonybarber,Fun!23
596,James,Brennan,4/10/1978,Employee,17921.26,0,false,jamesbrennan,Fun!23
597,Heather,Robbins,4/21/1902,Employee,9800.08,0,true,heatherrobbins,Fun!23
598,Sarah,Anderson,10/24/1903,Employee,6274.28,0,true,sarahanderson,Fun!23
599,Darin,Baker,4/12/1973,Employee,12233.99,0,false,darinbaker,Fun!23
600,Jennifer,Smith,3/9/1938,Employee,13355.31,0,false,jennifersmith,Fun!23
601,David,Harvey,11/20/1966,Employee,15224.59,0,false,davidharvey,Fun!23
602,Shannon,White,4/24/1930,Employee,18722.17,0,true,shannonwhite,Fun!23
603,Brian,Gates,5/31/1918,Employee,13534.46,0,false,briangates,Fun!23
604,Victor,Ross,2/16/1915,Employee,13247.36,0,true,victorross,Fun!23
605,Antonio,Edwards,12/22/1935,Employee,4823.56,0,true,antonioedwards,Fun!23
606,Lawrence,Price,4/27/1938,Employee,13593.93,0,true,lawrenceprice,Fun!23
607,Sarah,Cline,7/25/1982,Employee,12330.14,0,true,sarahcline,Fun!23
608,Linda,Robles,10/8/1942,Employee,19177.26,0,false,lindarobles,Fun!23
609,Amber,Nguyen,12/3/1910,Employee,7219.79,0,false,ambernguyen,Fun!23
610,Rick,Parrish,11/11/1995,Employee,6060.97,0,true,rickparrish,Fun!23
611,Edward,Molina,11/26/1970,Employee,13954.55,0,false,edwardmolina,Fun!23
612,Darren,Gibbs,6/8/1915,Employee,13698.81,0,false,darrengibbs,Fun!23
613,Andrew,Mcclure,7/8/1972,Employee,12896.49,0,true,andrewmcclure,Fun!23
614,Michael,King,5/25/1929,Employee,13245.57,0,false,michaelking,Fun!23
615,Vanessa,Watson,10/2/1991,Employee,7991.21,0,false,vanessawatson,Fun!23
616,Jerry,Smith,10/2/1959,Employee,6008.4,0,true,jerrysmith,Fun!23
617,Andrew,Marshall,8/2/1978,Employee,4524.55,0,false,andrewmarshall,Fun!23
618,Janet,Hughes,2/8/1990,Employee,14574.01,0,true,janethughes,Fun!23
619,Tyler,Baxter,2/8/1909,Employee,19684.94,0,false,tylerbaxter,Fun!23
620,Amber,Long,9/12/1990,Employee,9193.84,0,false,amberlong,Fun!23
621,Jared,Perry,5/26/1950,Employee,16039.48,0,false,jaredperry,Fun!23
622,Natalie,Richardson,2/21/1928,Employee,18629.19,0,true,natalierichardson,Fun!23
623,Erika,Lopez,4/2/1916,Employee,19342,0,false,erikalopez,Fun!23
624,Michelle,Walsh,9/8/1975,Employee,17576.5,0,false,michellewalsh,Fun!23
625,Anthony,Carson,3/23/1920,Employee,14630.49,0,false,anthonycarson,Fun!23
626,Heather,Cunningham,5/16/1975,Employee,15794.78,0,false,heathercunningham,Fun!23
627,Ronald,Bond,8/14/1989,Employee,12263.67,0,false,ronaldbond,Fun!23
628,Sherri,Armstrong,5/22/1999,Employee,12221.73,0,false,sherriarmstrong,Fun!23
629,Jacob,Contreras,10/20/1959,Employee,7125.11,0,true,jacobcontreras,Fun!23
630,Colleen,Sanchez,9/18/1977,Employee,17680.64,0,true,colleensanchez,Fun!23
